id,Failure,Description,Title,Problem Code,Cause Code,Action Code
20313505,1,"Notif ID:
Eng Finding: Pipe 90Á overtightened to stop leak.  Case crack propagated from the piping component.  Case in 2 pieces.- DFW 3/16/2015
Ops Finding: * Failure Reason: Off Design Operation
SAP WO Long Desc: 33P4242 REPLACE PUMP DUE TO CASE FAILURE SAP 20313505  FORM-1 ATTACHED
 P<(>&<)>ID 3-2133-0124 ATTACHED  TRN: 2002340  PICTURE ATTACHED
 REPLACE PUMP IN-KIND WITH NEW MODEL. CASE IS FRACTURED BEYOND REPAIR.",P7697 VALVE FAILED,VALVE,MAINTENANCE,REPLACE
20318773,1,"Notif ID: 12169653
Eng Finding: no data - PT 8/5/2015
Ops Finding:
SAP WO Long Desc: REPLACE PLUNGER PACKING N. H2O INJECTION
 SAP 20318773  TRN: 2001674  P<(>&<)>ID 3-2137-0209 ATTACHED
 FORM-1 ATTACHED  On the north water injection pump G4005A
 the packing around the rods is leaking.  The start and stop buttons ",P7697 SEAL FAILED,SEAL,WEAR,REPLACE
20320671,1,"Notification ID: 12177416
Eng Finding:
C457 shutdown due to thin piping found on discharge bottle drains. - DFW 3/17/2015",P8716 BLEEDERS FAILED,BLEEDERS,MAINTENANCE,REPLACE
20324050,1,"Notif ID: 12199079
Eng Finding: Work progressed in the Month of May. This wo order status was changed from N to Y. (yes it was repaired.)
During the disassembly there was excessive wear discovered on the 3rd and 8 th staged. There was some light wear on other stages. The pump appeared to have thrusted at some point in the past. The keys that hold the diffuser wear rings in place were pushed out on the 3rd impeller. PT-6/14/2015
Thrust/pushed keys were later determined to be damage caused during the disassembly. That did not occur during the run. The excessive wear on the wear rings would have caused extreme recirculation inside the pump and loss of capacity. This damage occured during pump start up. the pump never put up the rate it should have. - PT 7/1/2015
Minimum flow controller found b/o 2015 T/A. it was repaired in 2015 and should be addressed as a possible root cause. -AC 8/5/15
Ops Finding: The cost of this work is extremely large. The work may or may not be progressed during the May 2015 TA. - PT 4/19/2015
Repair path. Undersize impeller hub od and wear ring bore ID to maintain .015 clearance. The hube wear surface is integral to the impellers we do not have time to order new impellers. Flowserve gave the OK on not machining the balance drum undersized and the bushing undersized. They stated the net affect of undersizing the impeller wear rings and diffuser wear rings was -200 lbs. - PT 6/14/2015
SAP WO Long Desc: DCI P5280 1ST STAGE HDC CHARGE PUMP SAP 20324050  TRN: 7115470XUS and 7115460XUS  P<(>&<)>ID 3-2137-0103 ATTACHED  PULL P5280 TO ISO-CERTIFIED MACHINE SHOP FOR DISASSEMBLY, CLEANING AND  INSPECTION. SUBMIT INSPECTION REPORT TO HDC SLS AD",P5284 SEAL FAILED,SEAL,LEAK,REPLACE
20326553,1,"Notif ID: 12189335
Eng Finding:
Ops Finding:
SAP WO Long Desc: HDC-REPAIR BROKEN CONDUIT & WIRE E. H2O . H2O INJ
   SAP 20326553
 REPAIR BROKEN CONDUIT AND REPLACE BROKEN WIRING THAT CONNECT SYSTEM-1 TO  THE EAST WATER INJECTION PUMP LINCOLN LUBRICATOR BLOCK. CONDUIT HAS BEEN  SNAPPED OFF. ",P5283 VALVE FAILED,VALVE,LEAK,REPLACE
20330896,1,"Notif ID:
Eng Finding: Coupling guards are not inside of the envelope. - PT 5/11/2015
Ops Finding:
SAP WO Long Desc: SOI 43718 REPLACE CT5 COUPLING GUARDS HDC Cooling tower has 3 coupling guards on the cooling tower pump motors  that are damaged and do not provide adequate protection from rotating  equipment.
 SOI 43718",P8716 VALVE FAILED,VALVE,LEAK,REPLACE
20341841,1,"Notif ID:
Eng Finding: Not a part of the boundary, not a coutable repair. - PT 7/17/2015
Ops Finding: *Symptom- Product leakage, Seal/Seal Support System
SAP WO Long Desc: INSTALL SPLASH GUARD OVER SEAL AREA SAP 20341841  TRN: 2001741  P<(>&<)>ID 3-2133-0201 ATTACHED  INSTALL SPLASH GUARD ABOVE SEAL AREA P5156. ACTION ITEM 2314795.",P8234 LO PMP FAILED,LO_PMP,UNDETERMINED,REPLACE
20345168,1,"Notif ID:
Eng Finding: This appears to be a repeat failure. See work order 20270039 written in 9/24/2014. A leaking nipple that was installed improperly was confused for a leaking seal, but teardown of the pump and seal showed that the seal was in near new condition.  There is no report for the work on this REpair, but it appears the same component was repaired again.  - PT - 8/5/2015
Ops Finding:
SAP WO Long Desc: R & R SEAL FLUSH FLANGED NIPPLE FE5101690169 SAP 20345168  TRN: 7116412XUS  P<(>&<)>ID 3-2130-0120 ATTACHED  FE PICTURE ATTACHED  REMOVE P8710 [SOUTH C2+ PUMP]''S SEAL FLUSH FLANGED NIPPLE. CHASE THREADS  OF SEAL RETAINING RING WHERE P",P7700 PACKING FAILED,PACKING,MAINTENANCE,REPLACE
20345878,1,"Notif ID:
Eng Finding: teco'd with no money on the work order - PT 7/17/2015
Ops Finding: *Failure Cause- Mechanical Looseness
SAP WO Long Desc: REPLACE PUMP SEAL [FE560347] 33P1090 SAP 20345878
 TRN: 7115842XUS + 7115806XUS + 7115844XUS
 P<(>&<)>ID 3-2133-0128 ATTACHED
 FORM-1 ATTACHED  FIELD REPAIR REPLACE SEALS & BEARINGS.
 33P1090 PASSED FE RECHECK 06/29/2015. SEE ATTAC",P8716 PACKING FAILED,PACKING,MAINTENANCE,REPLACE
20347577,1,"Notif ID:
Eng Finding: MOC not initiated in time for the GMOC transfer. The MOC will be voided and reinitiaed in the GMOC system after 8/24/2015 - PT-8/14/2015
GMOC completed, Pump replaced in kind with carbon steel case and stainless steel internals, equipment files been updated, pump dissasembled but no RCFA done-AC 10/28/2015
Ops Finding:
SAP WO Long Desc: PULL AND REPLACE PUMP MOTOR COMBO P4239 SAP 20347577 TRN: 2001712 P<(>&<)>ID 3-2133-0124 ATTACHED
EIL ATTACHED MOC 201507096 INITIATED TO PROVIDE FOR CHANGE TO STAINLESS STEEL PUMP CASE TO REPLACE OBSOLETE CARBON STEEL MODEL THAT ",P5284 SEAL FAILED,SEAL,LEAK,REPLACE
20348954,1,"Notif ID:
Eng Finding: failed due to alignment issues, installed new couipling and aligned pump and seasls failed-AC 9/30/2015
Seals failed a month later
Ops Finding:
SAP WO Long Desc: REPLACE WOODS COUPLING & ALIGN P5155 SAP 20348954 P<(>&<)>ID 3-2133-0123 ATTACHED FORM-1 ATTACHED REMOVE BROKEN COUPLING FROM EAST KOR STRIPPER BOTTOMS PUMP P5155. ALIGN PUMP TO MOTOR AND INSTALL NEW COUPLING.",P5283 SEAL FAILED,SEAL,MAINTENANCE,REPLACE
20349634,1,"Notif ID:
Eng Finding: Motor breaker had a blown fuse, and no significant issues were found with the pump. It is highly possible that the pump was turning backwards when the motor was started. This would have drawn more torque and power from the motor at start-up. The coupling may need resizing. when couplings are specified we try to optimize the weight of the coupling with the required torque. THis may have been undersized slightly or sized off of running torque and not max starting toque. - PT 8/14/2015
Bad check valve was replaced-AC 10/28/2015
96 months since last repair
Ops Finding:
Shop-when arrived to shop pump was not locked up, stuffing box run out was at .014 on both bores, coupling spacer and shims came apart in field.check valves were changed. -AC 8/5/15
SAP WO Long Desc: HDC South CT#5 Motor/Pump Coupling BO The south cooling tower pump experienced a failure where the coupling and shim pack failed.  Need to troubleshoot the root cause of this failure.  Solo the motor and possibly split case on the pump in an at",P7700 PACKING FAILED,PACKING,UNDETERMINED,REPLACE
20355975,1,"Notif ID: 12447163
Eng Finding: plunger and packing change out - PT 9/24/2015
Engineer to request mag particle test from ACUREN
Ops Finding:
SAP WO Long Desc: INSTALL SPARE WET END AT P8716 EAST H20
 SAP 20355975
 TRN: 7115487XUS
 P<(>&<)>ID ATTACHED
 REPLACE WET END OF EAST WATER INJECTION PUMP WITH STOREROOM SPARE WET
 END. REBUILD PULLED WET END AND RETURN TO STOREROOM FOR SPARE SERVICE.",P5280 IMPELLER RING FAILED,IMPELLER_RING,WEAR,REPAIR
20358565,1,"Notif ID: 12458741
Eng Finding: could not find leak path, reinstalled pump no RCFA-AC 1/14/2016
Pump originally shut down for bearings and seals, coupled back up and motor blew smoke at the back end, motor sent out for repair, when returned pump was found locked up, the bearings were changed and then pump was running-Ac 2/18/2016
Motor returned from repair and the pump locked up during the coupling. - PT 1/12/2016
Ops Finding: Summary Notes
SEAL RCFA
*Symptom - Product Leakage, Seal/Seal Support System
*System - Seal/Seal Support
*Failure mode - Seal
*Failure cause - Undefined
Discussion
The Seal faces and gaskets had minimal wear. There was no evidence of a leak path
Recommendations
Ensure API plan 41/52 is operable at all times
SAP WO Long Desc: REPLACE SEALS NORTH STAB REBOILER P5287
 SAP 20358565
 TRN: 7115806XUS
 P<(>&<)>ID 3-21374-0112 ATTACHED
 FORM-1 ATTACHED
 REPLACE SEALS AND BEARINGS PER ATTACHED FORM-1. REPLACE ALL SS SEAL
 FLUSH TUBING AND FITTINGS WITH NEW.",P8716 CONDUIT WIRES FAILED,CONDUIT_WIRES,BROKEN,REPAIR
20360513,1,"Notif ID:
Eng Finding: known water issue, attempted to increase water/seal flush pressure but the line constantly plugs and leaks -AC 2/18/2016
Assess better flow meter and water source -AC 2/18/2016
Ops Finding: Summary Notes
RCFA
*Symptom - Product Leakage
*System - Seal
*Failure Mode - Seal
Discussion
The primary seal faces were contaminated with solids from process. This indicates API plan 54 flush was not operable which resulted
in a leak.
Recommendations
Ensure API plan 54 is operable at all times
SAP WO Long Desc: PULL  P5155 AND REPLACE PUMP SEAL
 SAP 20360513
 TRN: 2002529
 P<(>&<)>ID 3-2133-0123
 FORM-1 WAS DROPPED OFF AND NOT EMAILED, BUT AMBER HAS A COPY.
 PULL PUMP AND REPLACE SEAL PER FORM-1.",P8716 IMPELLER RING FAILED,IMPELLER_RING,WET,REPLACE
20364656,1,"Notif ID:
Eng Finding: Seal failure. Need to wait for the Flowserve seal analysis. Past fialures have been due to insufficient seal flush, but that problem was supposed to have been remedied with a new water source. - PT 10/12/2015
Seal analysiss shows poor seal flush lubrication known water issue in the unit last repair of the header extednded life in seals but ultimately line still plugs also note during pump repair, repair took long because machinist had a difficult time to pass air test-PT 2/18/2016
Ops Finding: Summary Notes
RCFA
*Symptom - Product Leakage, Seal
*System - Seal
*Failure Mode - Seal
*Failure Cause - Seal Clogged
Discussion
The secondary seal faces were polished and contaminated with solids from process. This indicates API plan 54 flush was not operable
which resulted in a leak.
The configuration of the small bore seal chamber makes installation of the seal difficult, the seal gland can be bent during installation.
Recommendations
Ensure API plan 54 is operable at all times.
Upgrade the small bore seal chamber to a big bore seal chamber to enable a larger, stronger seal gland to be installed.
SAP WO Long Desc: REPLACE SEAL & CLEAR COOLING WATER LINES
 SAP 20364656
 TRN: 2002529
 P<(>&<)>ID 3-2133-0102 ATTACHED
 FORM-1 ATTACHED
 SIGNED SOP-701 ATTACHED
 Dualayer pump 6431 has bad order seal and needs to be repaired at the shop p",P5287 SEAL FAILED,SEAL,LEAK,REPLACE
20365836,1,"Notif ID: 12525245
Eng Finding: Small leak, possible erosion on the head. Need to confirm with Maintenance - Pt 10/12/2015
Ops Finding:
SAP WO Long Desc: PULL WET END AND REPLACE WITH SPARE END
 SAP 20365836
 TRN:
 P<(>&<)>ID ATTACHED 3-2137-0209
 PLEASE REMOVE EAST WATER INJECTION WET END AND INSTALL STOREROOM STOCK
 WET END.",P8716 CASING FAILED,CASING,LEAK,REPLACE
20367800,1,"Notif ID: 12538129
Eng Finding: instrumentation issue. Not repairs made within the pump envelope PT 10/12/2015
Ops Finding:
SAP WO Long Desc: R & R LOW LUBEOIL PSIG ALARM RELAY P5280P5280
 SAP 20367800
 TROUBLESHOOT AND REPAIR LOW LUBE OIL PRESSURE SWITCH/RELAY 37PL148 AS
 NEEDED. INDICATES LOW LUBE OIL PSIG BUT HAS SUFFICIENT PRESSURE AND
 SHOULD NOT BE IN ALARM STATE.",P5280 PRESS SW FAILED,PRESS_SW,INSTRUMENTATION,REPAIR
20368238,1,"Notif ID:
Eng Finding: Similar problems with poor seal flush lubrication but without report; it is indeterminate. -AC2/18/2016
Ops Finding: No flowserve analysis
SAP WO Long Desc: R & R PUMP SEAL CHECK BEARINGS COUPLING
 SAP 20368238
 FORM-1 ATTACHED
 TRN: 2002529
 P<(>&<)>ID 3-2133-0102 ATTACHED
 REPLACE P5115 FRESH KOR FEED PUMP SEAL. INSPECT BEARINGS AND COUPLING
 AND REPAIR AS NECESSARY. INSPECT MOTOR AND REP",P7701 VALVE FAILED,VALVE,LEAK,REPAIR
20374499,1,"Notif ID:
Eng Finding:
Ops Finding: after motor was pulled there was movement in pump shaft, stuffing box bushings were recommended to be replaced; high vibs found on IB side of motor.
SAP WO Long Desc: REBUILD P8710 PER FORM-1",P7700 VALVE FAILED,VALVE,LEAK,REPLACE
20376483,1,"Notif ID: 12605936
Eng Finding: Washed out on valve seats, ongoing investigation; SEE Jan failure, as of 3/10/2016 P7700 is going to DXP in houston for repair -AC 3/10/2016
Ops Finding:
SAP WO Long Desc: R & R S. WET END & PM DISCHARGE HYDRIL
 SAP 20376483
 P<(>&<)>ID 3-2137-0209 ATTACHED
 TRN: 7115487XUS
 PULL WET END FROM SOUTH H20 INJECTION PUMP P7701 TO SHOP AND REBUILD. PM
 DISCHARGE HYDRIL TO 1400PSIG. IF HYDRIL WILL NOT HOLD PRESSU",P8232 VALVE FAILED,VALVE,BLEEDER,REPLACE
20377433,1,"Notif ID: 12612885
Eng Finding: Washed out on valve seats, ongoing investigation; SEE Jan failure, as of 3/10/2016 P7700 is going to DXP in houston for repair -AC 3/10/2016
Ops Finding:
SAP WO Long Desc: REPLACE WET END & PM DISCHARGE HYDRIL
 SAP 20377433
 TRN: 7115487XUS
 P<(>&<)>ID 3-2137-0209 ATTACHED
 FORM-1 ATTACHED
 REPLACE WET END ON NORTH WATER INJECTION PUMP 37P7700.
 PM THE DISCHARGE HYDRIL. IF HYDRIL PRESSURE IS BELOW 140",P7700 VALVE FAILED,VALVE,WEAR,REPLACE
20384973,1,"Notif ID:
Eng Finding: constantly switching back and forth between pump repairs and seal repairs.
Ops Finding: Maintenace recommended pulling pump for full inspection and repair, business team chose to minimized repair scope and only work upper stuffing box bushing -AC 2/18/2016
SAP WO Long Desc: repair pump upper bushing after failure. ",P5302 STRAINER FAILED,STRAINER,OPS_ENVELOPE,CLEAN
20386001,1,"Notif ID: 12668172
Eng Finding: Suspect discharge checkvalve failure
Ops Finding:
SAP WO Long Desc: R & R P8232 C/V OSTT T8233 + LISTED WORK
 SAP 20386001
 TRN: 2007057
 P<(>&<)>ID 3-2137-0218 ATTACHED
 RING FENCE ATTACHED
 NO BLEEDER BETWEEN CHECK VALVE AND PUMP DISCHARGE TO ALLOW PROOF OF ZERO
 ENERGY. SOP-710 ATTACHED.
 JLA ATTACHED.",P7701 SHAFT FAILED,SHAFT,CONTAMINATION,REPLACE
20387999,1,"Notif ID: 12683094
Eng Finding: Current failure mode is either corrosion or erosion between the valve body and the wet end fit. - PT 1/12/2016
Post comment after closure. Current findings at this point support valve assembly is less than adequate. Our process is not capable of generating the consistent force needed to seat valves. see future failure in january of 2016 = PT 3/25/2016
Ops Finding:
SAP WO Long Desc: REPLACE WET END-REBUILD PULLED WET END
 SAP 20387999
 TRN: 7115487XUS
 P<(>&<)>ID 3-2137-0209
 PULL WET END OFF OF P7700 NORTH WATER INJECTION PUMP. INSTALL NEW WET
 END ON P7700. REBUILD PULLED WET END IN MACHINE SHOP AND STORE AT ",P8716 FLANGE FAILED,FLANGE,OPS_ENVELOPE,REPAIR
20391286,1,"Notif ID: 12714125
Eng Finding: Outside of KPI envelope for countable pump repairs - PT 2/11/2016
Ops Finding:
SAP WO Long Desc: PULL & CLEAN SUCTION STRAINER KERO P5302
 SAP 10375340
 TRN: 7115818XUS
 P<(>&<)>ID 3-2137-0115 ATTACHED
 Pull Kerosene pump P5302 Suction Strainer. Clean Strainer and reinstall
 using new gaskets. Save debris for operations to see.",P7700 TUBING FAILED,TUBING,LEAK,REPLACE
20392242,1,"Notif ID: 12719445
Eng Finding: Something passed through the pump and damaged two valves to the point where they would leak. There were also signs of scorring on one of the pistons. Recommended path forward --> clean up valve body seat , Lap in the new valves, perform ablue contact check and reinstall.  - PT 2/11/2016
Ops Finding: Further investigation during rebuid found the valve seat gouged.
THe fluid block was sent to DXPE for repair and RCFA.
RCFA stated that the gouge was consistent with a valve coming loose and reseating itself. THis was supported by Ivan Watson, shop supervisors comment that he removed the valve easily with a prybar.
Valve was not seated fully or with enough force.  - PT 3/25/2016
SAP WO Long Desc: REPLACE WETEND SOUTH H2O INJECTION P7701
 SAP 20392242
 TRN: 7115487XUS
 P<(>&<)>ID 3-2137-0209 ATTACHED
 FORM-1 TBD
 PULL WET END TO SHOP AND REBUILD IT, INSTALL ON STOREROOM SPARE FRAME.
 PULL NEW WET END FROM STOREROOM SPARE PUMP",P7700 VALVE FAILED,VALVE,LEAK,REPAIR
20393126,1,"Notification ID: 12727083
Eng Finding:
Machine was restarted after previous trip due to the combustible event. The damaged wiring for the high level switch was not identified after the previous failure and was not repaired. The compressor triped again and troubleshooting efforts eventually identified the faulty wire as the culprit. The wire was then replaced and the machine was restarted. The issue appears to have gone away since then. - PT 2/10/2016",P1090 SEAL BEARING FAILED,SEAL_BEARING,MECHANICAL,REPLACE
20395568,1,"Notif ID: 12745719
Eng Finding: Outside of KPI envelope for countable pump repairs - PT 2/11/2016
Ops Finding:
SAP WO Long Desc: INSPECT DISCHARGE RTJ FLANGE REPLACE RTJ
 SAP 20395568
 TRN: 7115487XUS
 P<(>&<)>ID 3-2137-0209 ATTACHED
 TORQUE GUIDELINES ATTACHED
 FORM-1 ATTACHED
 PULL LEAKING DISCHARGE RTJ FLANGE APART. INSPECT FOR FLANGE DAMAGE AND
 REPAIR AS N",P4239 CASING FAILED,CASING,UNDETERMINED,REPLACE
20395594,1,"Notif ID: 12727370
Eng Finding: dedicated lubricator is inside of the pump envelope - PT - 2/11/2016
Ops Finding:
SAP WO Long Desc: REPLACE LUBRICATOR AND TUBING P7700
 SAP 20395594
 TRN: 2007057
 P<(>&<)>ID 3-2137-0209 ATTACHED
 The Lincoln Lubricator block system is leaking oil and needs repair the
 plungers may not be getting the proper amount of oil.
 North ",P4242 CASING FAILED,CASING,LEAK,REPLACE
20401332,1,"Notif ID:
Eng Finding: Outside of KPI envelope for countable pump repairs - PT 3/3/2016
Ops Finding:
SAP WO Long Desc: REINJECT CONTACT P5116 DISCHARGE VALVE
 SAP 20401332
 TRN: 2002529
 P<(>&<)>ID 3-2133-0101 ATTACHED
 PICTURE ATTACHED
 RE-INJECT P5116 SOUTH KOR CONTACT PUMP DISCHARGE VALVE PACKING DUE TO
 LEAKS. KOR SERVICE-EYE PROTECTION AND UPPE",P4300 COUPLING FAILED,COUPLING,WEAR,REPLACE
20401577,1,"Notif ID:
Eng Finding: Outside of KPI envelope for countable pump repairs - PT 3/3/2016
Ops Finding:
SAP WO Long Desc: REPLACE P5094 DISCHARGE CHECK VALVE
 SAP 20401577
 TRN: 2002529
 P<(>&<)>ID 3-2133-0122 ATTACHED
 PICTURE ATTACHED
 TFF ATTACHED
 REPLACE DISCHARGE CHECK VALVE AT P5094 EAST STRIPPER FEED PUMP.",P4645 SEAL FAILED,SEAL,MECHANICAL,REPLACE
20402447,1,"Notif ID:
Eng Finding: Outside of KPI envelope for countable pump repairs - PT 3/3/2016
Ops Finding:
SAP WO Long Desc: REPLACE FAILED DISCH GATE VALVE P5116
 SAP 20402447
 TRN: 2002529
 P<(>&<)>ID 3-213
 PICTURE ATTACHED
 REMOVE 2"" X 150# DISCHARGE GATE VALVE AND REPLACE WITH MONEL PLUG VALVE
 FROM PMC''S STOCK.
 There is not a GEMS",P5094 SEAL FAILED,SEAL,DESIGN,REPLACE
20403670,1,"Notif ID: 12803668
Eng Finding: investigating suspect erosion/corrosion between the valve and the valve seat.
Findings thus far from the DXPE is that we are leaving a small leak path between the valve and our fluid block. At the ppressure differential we are seeing erosion is taking place. - PT - 3/25/2016
Ops Finding: Repair included boring out the valve seats, welding the seats back up and machining to dimension. - PT 3/25/2016
SAP WO Long Desc: P7700 PULL & RPLC WET END
 SAP 20403670
 TRN: 7115487XUS
 P<(>&<)>ID 3-2137-0209
 A BREAK FORM ATTACHED.
 PULL AND REPLACE WET END WITH SPARE WET END IN SHOP. REBUILD/REPAIR WET
 END THAT IS BEING REMOVED FROM SERVICE AND STORE IN SHOP AS S",P5094 SEAL BEARING FAILED,SEAL_BEARING,LEAK,REPLACE
CTRAC0113,1,"Eng Finding: Operator sileneced interstage alarm and did not blow down the high level.  - DFW 4/14/2014
Ops Finding: C-307 tripped on high level in HP 3rd stage suction KO drum. Tripped east and west heaters on low pass flow. Multiple Tier 1s exceeded.1 Lost HP flare seal drum DP. 2.Lost LP flare seal DP. 3.FCC flare seal drum DP. 4. HP KO drum inletexceeded high pressure of 316 psi, reached 327.84.  IMPACT 766722",P5116 VALVE FAILED,VALVE,LEAK,REPAIR
CTRAC0115,1,Eng Finding: : C0307 was shutdown to replace a leaking trap XV. - DFW 8/6/2014,P5155 SEAL FAILED,SEAL,LEAK,REPAIR
CTRAC0119,1,"Eng Finding: Trip due to motor relay opening.  Did not find any bad relays.  Restart without issues after chaning failed discharge check valve that was replaced on the prior outage.  -  DFW 12/12/2014
Ops Finding: During Normal Operations, C307 Recip Compressor Tripped off due to unknown reasons at this time. Investigation into trip ongoing. After the  loss of the C-307,  operators where preparing maching for a possible restart the operators opened manual spill backs which allowed system pressure to drop and cause loss of flow through 1st Stg East and West heaters. The 3lp discharge check on C307 appears to have leaked by allowing the system to depressurize. Lack of forward flow and leaking check valve caused LP header @ PC500  to open to the flare causing an environmental event on both the HP and LP flares. During the loss of pressure to the unit C300 lost sufficient DP across compressor to maintain min flow at FC38 causing a loss of the 2nd stage heater. While operators were attempting to relight the 2nd stage heater the fuel gas pressure exceeded 35psig (no fires were in heater at time).",P5155 SEAL FAILED,SEAL,CONTAMINATION,REPLACE
CTRAC0127,1,"Eng Finding: Valve change.  MJL 7/2/2015
o 2LP valves replaced due to CE discharge leak - PT - 8/11/2015",P5156 SEAL FAILED,SEAL,LEAK,INSTALL
CTRAC0131,1,"Eng Finding: Actual trip was 10 minutes. Ghost trip - PT 12/15/2015
The suction MOV received a signal to close. The cause of this signal is unknown. It was thought that the machine triped on low suction pressure but the annunciator panel, DV, & System1 did not show a suction pressure trip. The issue was corrected and the machine was restarted. 12/17/2015
Ops Finding: At ~16:20 on 11/22, C307 shutdown unplanned.  There were no alarms prior to the shutdown.  C307 was restarted and is running.  The planned LOTO for C308 (for valve replacements tomorrow morning) was put on-hold to allow for C308 to be in emergency standby in the event it is needed.  Machinery group was contacted and not able to identify alarms or unit issues in System 1 which led to the shutdown.  DCS support and Electrical Engineering support have been called out to help identify why the CSS didnÍt receive any alarms/notifications prior to compressor shutdown.   Unit is currently stable running 2 recips (307 and 457).",P5446 VALVE FAILED,VALVE,OPS,REPLACE
CTRAC0132,1,"Eng Finding: 3LP valve failure caused the 1st stage to pressure up. Valve failure likely caused by liquid. - PT 1/10/2016
The valves failed due to liquid condensing from the process gas. Engineering is working towards a solution involving heat tracing that will prevent the gas from condensing. There is currently a GMOC being progressed to install heat tracing on 3 LP suction pulsation bottle. We expect to realize the change in the coming months. BM 1/15/2016",P6431 SEAL FAILED,SEAL,LEAK,REPAIR
CTRAC0152,1,"Eng Finding: C308 1HP and 2HP crossheads were found to have imperfections.  These were replaced during the major overhaul.  The nose of the crosshead was not flat and the female crosshead threads for the piston rod also had a taper.  Both crossheads were replaced and the machine was restarted. - DFW 8/6/2014
Ops Finding: While unloading C-308 Hp pocket loaders, C-308 shutdown due to High Vibrations.  The loss of C-308 caused a surge of Hydrogen gas to overpressure and cause PC500 to open to flare.",P6635 SEAL FAILED,SEAL,LUBRICATION,REPAIR
CTRAC0153,1,"Eng Finding: ´ The primary reason for this outage is to investigate and repair the source of high crosshead vibration on the 3rd Stage HP crossheads.
´ C308 has for 4 days since the 1HP/2HP crossheads were found defective and replaced.
o The 3HP crosshead vibration increased from 1g at startup to 2.5gÍs.
o 3HP showed high sensitivity to any load change and vibration would spike.  Load changes included KO drum traps blowing down on the C308 HP side, and startup and loading of C457.
o The decision to shut down and go into the 3HP crosshead was made when the machine nearly tripped on crosshead vibration due to this instability.
The top slipper shoe radius did not match the guide radius.  The shoe was changed and shimmed to the bottom end of clearance.  The sensitivity of the vibration decreased, but this was not the last repair. - DFW 1/6/2015",P7237 SEAL FAILED,SEAL,LUBRICATION,REPLACE
CTRAC0154,1,"Eng Finding: C308 shutdown due to crosshead vibration on HP cylinders and sensitivity to load changes. - DFW 8/31/2014
Poor cylinder supports were found on all of the HP cylinders.  1HP and 2HP cylinders were unstacked, and resupported.  The wobble foot on 3HP was replaced and regrouted.  3LP foot was also regrouted.  All HP cylinders were optically aligned. - DFW 1/6/2015",P7238 SEAL FAILED,SEAL,WEAR,REPLACE
CTRAC0157,1,"Eng Finding: Compressor shutdown on high 3HP crosshead vibration when operators were actuating interstage traps. - DFW 10/7/2014
Machine was restarted on days. - DFW 1/6/2015
Connecting rod oil port was later found to be too short which was leading to cavitation of the oil.  This cavitation made the machine excessively sensitive so the machine tripped on vibration during the process upset, whereas it wouldn't normally have shutdown in this situation.  DFW 1/7/2015",P8710 CASING FAILED,CASING,LEAK,REPLACE
CTRAC0158,1,"Eng Finding: Compressor shutdown to investigate source of high 3HP crosshead vibration and elevated frame vibration on North end of the machine. - DFW 10/7/2014
Found length of oil orifice exiting con-rod to be too short causing aeration of the oil which supplied top crosshead shoe.  Replaced con-rod to eliminate aeration.  DFW 11/4/2014
Oil orifice found to be too short and believed to be due to erosion.  This degradation is not currently covered in the Equiment Strategy and therefore not inspected until this outage.  DFW 1/7/2015",P8710 PIPE FAILED,PIPE,LEAK,REPLACE
CTRAC0166,1,"Eng Finding: Machinery
´ 1LP valves will be replaced.
´ 2LP valves will be replaced.
´ 3LP valves will be replaced.
´ 3LP crosshead pin visual inspection.
´ Torque all valve covers 1HP, 2HP and 3HP.
Fixed Equipment
´ Swap out HC0245 3LP Discharge RV
Instrumentation and Electrical
´ Instrumentation to repair/replace all bad order TIÍs after machinery work is complete.
Operations
´ Operations to wash through suction KO drain and pulsation bottle drain lines until clean.
o Mechanical to support as needed.
´ Operations to wash through KO level bridles and instrument nozzles.
Liquid carryover into compressor suction results in valve damage.  MJL 5/5/2015
Ops Finding: 3LP suction KO drain valve was not staying closed causing gas to bypass the compressor and temperatures on compressor valves started getting hot. Also could not keep system pressure up with drain valve staying open. Started C457 and shut down C308 and prepping for maintenance.  IMPACT 856822",P8710 NIPPLE FAILED,NIPPLE,LEAK,REPAIR
CTRAC0169,1,"Eng Finding: Valve change.  MJL 7/2/2015
o 2LP valves replaced due to CE and HE suction leak
o 3LP valves replaced due to high temperature during shutdown
- PT 8/11/2015",P8710 BUSHING FAILED,BUSHING,VIBRATION,REPLACE
CTRAC0171,1,"Eng Finding: high crosshead vibration caused the compressor to trip 3.91 g were recorded at time of trip. No direct cause found at this point. The compressor was running loaded on the HP and fully unloaded on the LP side. It is know that higher vibrations will be seen when running in this configuration, but This was not the input that caused the high vibration and trip. The compressor had been running along fine until the trip occured. - PT - 8/11/2015
Crosshead not grouted in which leads to excessive vibration. - 10/20/2015
Ops Finding: While running in steady state, C-308 tripped. It appears that a vibration indication caused the trip.  IMPACT 882598",P8710 BEARING FAILED,BEARING,WEAR,REPAIR
